PropertyGFATotal,PropertyGFABuilding(s),NumberofFloors,NumberofBuildings,YearBuilt,PrimaryPropertyType,LargestPropertyUseTypeGFA,ZipCode,Neighborhood,Latitude,Longitude,ENERGYSTARScore,log_TotalGHGEmissions,log_SiteEnergyUse_kBtu,BuildingAge,AvgFloorArea,GFATotal_per_Building,PrimaryPropertyType_grouped,log_PropertyGFATotal,log_LargestPropertyUseTypeGFA,log_AvgFloorArea
39840,39840,1.0,1.0,1980,Warehouse,39840.0,98107.0,BALLARD,47.66411,-122.37185,2.0,1.8309801823813363,13.530631220844516,36,39840.0,39840.0,Warehouse,10.592651811785132,10.592651811785132,10.592651811785132
21528,21528,2.0,1.0,1924,Other,21528.0,98107.0,BALLARD,47.66894,-122.38242,67.0,2.0294631718735947,12.634316646152696,92,10764.0,21528.0,Other,9.977156142461329,9.977156142461329,9.284055409798464
30087,30087,2.0,1.0,1942,Other,30554.0,98107.0,BALLARD,47.67482,-122.37316,67.0,3.631515136724365,15.478421557311044,74,15043.5,30087.0,Other,10.311881700150172,10.327283617329016,9.61876775487946
40445,40445,1.0,1.0,1975,Worship Facility,40445.0,98107.0,BALLARD,47.66327,-122.37439,92.0,3.4091655513113324,13.575036048823211,41,40445.0,40445.0,Worship Facility,10.607723030081495,10.607723030081495,10.607723030081495
23500,23500,1.0,1.0,1996,Retail Store,23500.0,98107.0,BALLARD,47.66318,-122.37283,53.0,2.659559991941776,13.944755213144711,20,23500.0,23500.0,Retail Store,10.064798252418377,10.064798252418377,10.064798252418377
22420,22420,1.0,1.0,1967,Retail Store,23067.0,98134.0,Ballard,47.67518,-122.36549,82.0,3.4901235908565567,14.15501729297753,49,22420.0,22420.0,Retail Store,10.017753298664472,10.046201654735302,10.017753298664472
25842,25842,1.0,1.0,1961,Supermarket / Grocery Store,25987.0,98119.0,MAGNOLIA / QUEEN ANNE,47.64909,-122.37788,35.0,5.474537011150523,15.957728991899277,55,25842.0,25842.0,Supermarket / Grocery Store,10.15979505022877,10.165390172000421,10.15979505022877
56884,56884,1.0,1.0,1960,Warehouse,56884.0,98199.0,MAGNOLIA / QUEEN ANNE,47.66206,-122.38948,71.0,3.650398467295655,14.143623758557998,56,56884.0,56884.0,Warehouse,10.948786964973817,10.948786964973817,10.948786964973817
32810,32810,1.0,1.0,1989,Retail Store,32810.0,98117.0,BALLARD,47.6917,-122.37617,66.0,3.85946575468947,14.517601994146451,27,32810.0,32810.0,Retail Store,10.398519104003336,10.398519104003336,10.398519104003336
30989,30989,3.0,1.0,1980,Self-Storage Facility,30989.0,98119.0,MAGNOLIA / QUEEN ANNE,47.64455,-122.37581,67.0,0.5187937934151675,11.489568793622835,36,10329.666666666666,30989.0,Self-Storage Facility,10.341419850781794,10.341419850781794,9.242872096978667
20022,20022,2.0,1.0,1961,Small- and Mid-Sized Office,20784.0,98119.0,MAGNOLIA / QUEEN ANNE,47.65504,-122.37402,80.0,1.7191887763932197,13.396027879925866,55,10011.0,20022.0,Small- and Mid-Sized Office,9.90463689179265,9.941986851686737,9.211539652551664
22365,22365,4.0,1.0,1979,Small- and Mid-Sized Office,21617.0,98199.0,MAGNOLIA / QUEEN ANNE,47.65881,-122.38382,71.0,1.803358605071407,13.49721368173087,37,5591.25,22365.0,Small- and Mid-Sized Office,10.015297227588134,9.981281579976148,8.629136989638221
30172,30172,4.0,1.0,1994,Small- and Mid-Sized Office,30172.0,98199.0,MAGNOLIA / QUEEN ANNE,47.65801,-122.3839,82.0,1.9878743481543453,13.714651976708874,22,7543.0,30172.0,Small- and Mid-Sized Office,10.314702763735975,10.314702763735975,8.928507824313293
23500,23500,2.0,1.0,1968,Small- and Mid-Sized Office,23500.0,98107.0,BALLARD,47.66497,-122.38047,26.0,3.570095918123969,14.338110195197611,48,11750.0,23500.0,Small- and Mid-Sized Office,10.064798252418377,10.064798252418377,9.371693622333941
22282,22282,1.0,1.0,1966,Small- and Mid-Sized Office,22282.0,98107.0,BALLARD,47.66431,-122.37988,93.0,2.871868286331605,13.270592523792992,50,22282.0,22282.0,Small- and Mid-Sized Office,10.011579334886969,10.011579334886969,10.011579334886969
24000,24000,2.0,1.0,1902,Self-Storage Facility,24000.0,98107.0,BALLARD,47.66351,-122.37961,67.0,2.91180703861623,13.12814600076396,114,12000.0,24000.0,Self-Storage Facility,10.085850775128717,10.085850775128717,9.392745258631441
37500,37500,2.0,1.0,1931,Small- and Mid-Sized Office,37500.0,98125.0,NORTH,47.719,-122.29966,58.0,3.8124236402053913,14.620094680254995,85,18750.0,37500.0,Small- and Mid-Sized Office,10.53212287826962,10.53212287826962,9.839002363309719
23983,23983,3.0,1.0,1930,K-12 School,23983.0,98125.0,NORTHWEST,47.73143,-122.32784,61.0,3.534562093729579,13.967687076130376,86,7994.333333333333,23983.0,K-12 School,10.085142220342378,10.085142220342378,8.986613317123556
31343,31343,2.0,3.0,2004,K-12 School,51515.0,98105.0,NORTHEAST,47.66665,-122.31818,5.0,4.864915639746849,15.16267478682831,12,15671.5,10447.666666666666,K-12 School,10.352778140184322,10.84964771801256,9.659662863148123
40571,29722,4.0,1.0,1983,Small- and Mid-Sized Office,24008.0,98199.0,MAGNOLIA / QUEEN ANNE,47.65708,-122.38383,64.0,2.299580583973747,14.067683353853386,33,10142.75,40571.0,Small- and Mid-Sized Office,10.610833452495886,10.086184039035157,9.224613031262901
33087,33087,1.0,1.0,1932,Other,53776.0,98112.0,EAST,47.6303,-122.3142,67.0,4.811371016571989,15.082136771783302,84,33087.0,33087.0,Other,10.4069259578681,10.892601145448044,10.4069259578681
27574,27574,2.0,1.0,1982,Small- and Mid-Sized Office,27574.0,98133.0,NORTHWEST,47.70793,-122.33316,73.0,2.244955980157409,14.007246204500092,34,13787.0,27574.0,Small- and Mid-Sized Office,10.224664844121703,10.224664844121703,9.531553927636756
76105,48798,3.0,1.0,1987,Small- and Mid-Sized Office,76105.0,98133.0,NORTHWEST,47.70842,-122.3332,91.0,2.903616984646185,14.720680178889635,29,25368.333333333332,76105.0,Small- and Mid-Sized Office,11.239882384368588,11.239882384368588,10.141296374492182
28841,28841,3.0,1.0,1988,Medical Office,28841.0,98125.0,NORTH,47.70676,-122.32264,55.0,3.538637790783393,14.193399412282336,28,9613.666666666666,28841.0,Medical Office,10.269587937122015,10.269587937122015,9.171044989368541
30498,30498,1.0,2.0,2005,Other,30498.0,98125.0,NORTH,47.70541,-122.32232,67.0,4.396792086874355,14.705894180044805,11,30498.0,15249.0,Other,10.325449175172755,10.325449175172755,10.325449175172755
42975,42975,2.0,1.0,1924,K-12 School,21405.0,98106.0,DELRIDGE,47.51698,-122.35946,92.0,3.7832801295354206,13.774014377898675,92,21487.5,42975.0,K-12 School,10.668397099322965,9.971426535544321,9.975273187293496
27144,27144,2.0,1.0,1920,Other,27144.0,98109.0,MAGNOLIA / QUEEN ANNE,47.63132,-122.34136,67.0,3.5139306516493947,13.82746414136258,96,13572.0,27144.0,Other,10.208948146339551,10.208948146339551,9.515837804297965
23166,23166,1.0,5.0,1970,Other,23166.0,98133.0,NORTHWEST,47.70969,-122.34557,67.0,5.2235938203521,15.061336736755267,46,23166.0,4633.2,Other,10.05048413127047,10.05048413127047,10.05048413127047
21603,21603,1.0,1.0,1965,Supermarket / Grocery Store,21603.0,98144.0,GREATER DUWAMISH,47.57894,-122.31287,16.0,4.874357275803628,15.579179318440646,51,21603.0,21603.0,Supermarket / Grocery Store,9.980633761712781,9.980633761712781,9.980633761712781
42900,42900,1.0,1.0,1979,Distribution Center,43050.0,98108.0,DELRIDGE,47.53158,-122.33568,53.0,1.396244691973059,12.985978775389226,37,42900.0,42900.0,Distribution Center,10.666650414667744,10.67014073838981,10.666650414667744
25840,25840,2.0,1.0,1956,Warehouse,25840.0,98144.0,DOWNTOWN,47.59783,-122.31554,92.0,1.1600209167967532,12.655647437938956,60,12920.0,25840.0,Warehouse,10.159717656838128,10.159717656838128,9.46660917372222
45145,45145,1.0,1.0,1988,Small- and Mid-Sized Office,43813.0,98144.0,DOWNTOWN,47.59721,-122.31838,67.0,3.7984062786411785,14.053314124217232,28,45145.0,45145.0,Small- and Mid-Sized Office,10.717656961343524,10.687708679995445,10.717656961343524
44086,44086,1.0,1.0,1904,Residence Hall,44091.0,98104.0,EAST,47.6073,-122.32585,29.0,5.220355825078324,15.110979847378418,112,44086.0,44086.0,Residence Hall,10.693920233396923,10.694033639083207,10.693920233396923
21282,21282,3.0,1.0,1956,Small- and Mid-Sized Office,19658.0,98122.0,EAST,47.60819,-122.32282,69.0,4.146778872070522,14.035388583247364,60,7094.0,21282.0,Small- and Mid-Sized Office,9.965663910962803,9.886290527707606,8.867145589594143
41022,41022,2.0,1.0,1921,Other,41022.0,98118.0,SOUTHEAST,47.54563,-122.27616,67.0,3.3109079103146946,15.147256133963962,95,20511.0,41022.0,Other,10.621888164008205,10.621888164008205,9.928765359720396
28109,28109,2.0,1.0,1966,Other,28109.0,98106.0,DELRIDGE,47.57058,-122.35626,67.0,3.673511976982815,15.09991829303422,50,14054.5,28109.0,Other,10.243880663900578,10.243880663900578,9.550769057236511
21936,21936,1.0,1.0,1977,Warehouse,21936.0,98165.0,NORTH,47.72051,-122.30103,100.0,1.3056264580524355,11.63630171826976,39,21936.0,21936.0,Warehouse,9.995929987925688,9.995929987925688,9.995929987925688
30160,30160,1.0,1.0,1969,Other,30139.0,98125.0,NORTH,47.72083,-122.29979,67.0,3.8124236402053913,13.860330470151023,47,30160.0,30160.0,Other,10.314304978070902,10.313608472180487,10.314304978070902
25151,25151,3.0,1.0,1959,Small- and Mid-Sized Office,24155.0,98122.0,EAST,47.60789,-122.32249,85.0,4.143928062410929,14.120695372355213,57,8383.666666666666,25151.0,Small- and Mid-Sized Office,10.132692695228933,10.092288075427792,9.034159919938991
35770,35770,6.0,1.0,1928,Hotel,35770.0,98104.0,EAST,47.60958,-122.32646,56.0,4.730392150741473,14.786661091670576,88,5961.666666666667,35770.0,Hotel,10.484892788250326,10.484892788250326,8.693273087286716
48006,48006,9.0,1.0,1928,Hotel,48006.0,98101.0,EAST,47.60981,-122.32687,85.0,4.6280074198908485,14.99100826762543,88,5334.0,48006.0,Hotel,10.779102112590714,10.779102112590714,8.582044163735853
21315,21315,2.0,1.0,1973,Small- and Mid-Sized Office,20424.0,98134.0,GREATER DUWAMISH,47.5956,-122.32292,34.0,4.715458539882214,14.843852731245176,43,10657.5,21315.0,Small- and Mid-Sized Office,9.967213243416673,9.924514919728203,9.27411297487325
34030,34030,3.0,1.0,1979,Small- and Mid-Sized Office,34030.0,98121.0,DOWNTOWN,47.61833,-122.35871,50.0,3.1467351470905185,14.374343682555772,37,11343.333333333334,34030.0,Small- and Mid-Sized Office,10.435027152899224,10.435027152899224,9.336473632449279
41308,41308,1.0,1.0,1952,Distribution Center,41308.0,98134.0,GREATER DUWAMISH,47.5746,-122.32637,7.0,3.678071255397333,14.311713286430573,64,41308.0,41308.0,Distribution Center,10.628835672884062,10.628835672884062,10.628835672884062
34976,34976,3.0,1.0,1912,Other,34976.0,98119.0,MAGNOLIA / QUEEN ANNE,47.62591,-122.35843,67.0,2.815408719422709,13.680506223951136,104,11658.666666666666,34976.0,Other,10.462445981601402,10.462445981601402,9.363890871731408
50333,32297,4.0,1.0,1959,Small- and Mid-Sized Office,50333.0,98102.0,LAKE UNION,47.64168,-122.32562,88.0,2.498973906999436,14.286816697949485,57,12583.25,50333.0,Small- and Mid-Sized Office,10.82643607207435,10.82643607207435,9.440201311037917
23706,23706,1.0,1.0,1963,Worship Facility,23706.0,98106.0,DELRIDGE,47.51989,-122.35489,78.0,2.647592232065096,12.901147732234213,53,23706.0,23706.0,Worship Facility,10.073525642163233,10.073525642163233,10.073525642163233
49066,49066,1.0,1.0,1917,Other,49000.0,98136.0,SOUTHWEST,47.5219,-122.38787,67.0,5.192178770486369,15.159732924889736,99,49066.0,49066.0,Other,10.800941990063988,10.799595985047786,10.800941990063988
67450,67450,1.0,1.0,1959,Supermarket / Grocery Store,42760.0,98118.0,SOUTHEAST,47.52262,-122.26922,97.0,4.040592106222854,14.860307251109102,57,67450.0,67450.0,Supermarket / Grocery Store,11.119156687322887,10.6633817512079,11.119156687322887
46970,46970,1.0,1.0,1948,Warehouse,46970.0,98119.0,MAGNOLIA / QUEEN ANNE,47.65649,-122.37507,67.0,1.9685099809725544,13.69096439130791,68,46970.0,46970.0,Warehouse,10.757285668979632,10.757285668979632,10.757285668979632
43016,37616,2.0,1.0,1979,Small- and Mid-Sized Office,43016.0,98119.0,MAGNOLIA / QUEEN ANNE,47.63063,-122.37428,100.0,4.120174738923119,14.02584968136238,37,21508.0,43016.0,Small- and Mid-Sized Office,10.66935066538315,10.66935066538315,9.976226731176434
20671,20671,2.0,1.0,1940,Small- and Mid-Sized Office,20671.0,98119.0,MAGNOLIA / QUEEN ANNE,47.63128,-122.37387,98.0,3.248822901236153,13.366889679510807,76,10335.5,20671.0,Small- and Mid-Sized Office,9.936535406582328,9.936535406582328,9.243436599465372
21600,21600,1.0,1.0,1927,Warehouse,21600.0,98134.0,GREATER DUWAMISH,47.58065,-122.33356,57.0,2.731766727719526,13.122022506914584,89,21600.0,21600.0,Warehouse,9.980494888896912,9.980494888896912,9.980494888896912
35844,35844,1.0,1.0,1977,Worship Facility,35844.0,98146.0,SOUTHWEST,47.50959,-122.37417,14.0,1.951608170169951,13.671787261024347,39,35844.0,35844.0,Worship Facility,10.486959366286973,10.486959366286973,10.486959366286973
26094,26094,1.0,1.0,1953,Warehouse,26094.0,98134.0,GREATER DUWAMISH,47.56121,-122.33872,19.0,1.7833912195575383,13.473008717260868,63,26094.0,26094.0,Warehouse,10.169499004077514,10.169499004077514,10.169499004077514
23687,23687,2.0,1.0,1983,Small- and Mid-Sized Office,23687.0,98134.0,GREATER DUWAMISH,47.56121,-122.33872,68.0,2.1471001901536506,13.89668009206884,33,11843.5,23687.0,Small- and Mid-Sized Office,10.072723869781427,10.072723869781427,9.379618903798182
24221,24221,2.0,1.0,1983,Small- and Mid-Sized Office,24221.0,98134.0,GREATER DUWAMISH,47.56121,-122.33872,20.0,2.3988039507345884,14.177068187170551,33,12110.5,24221.0,Small- and Mid-Sized Office,10.095016590080995,10.095016590080995,9.401910693451287
21592,21592,2.0,1.0,1922,K-12 School,20700.0,98144.0,CENTRAL,47.59692,-122.30601,47.0,4.0116873285410914,14.174432475565837,94,10796.0,21592.0,K-12 School,9.980124467074832,9.937937287265354,9.28702359674714
23923,23923,2.0,1.0,1931,K-12 School,23923.0,98115.0,NORTH,47.69061,-122.31992,69.0,3.0209125720842893,13.599397857192589,85,11961.5,23923.0,K-12 School,10.082637418164447,10.082637418164447,9.38953203576121
28296,28296,2.0,1.0,1963,Small- and Mid-Sized Office,26899.0,98144.0,CENTRAL,47.59693,-122.31124,80.0,2.3282528397426234,14.099532628272067,53,14148.0,28296.0,Small- and Mid-Sized Office,10.250511070945045,10.19988156558993,9.557399229195953
160000,160000,1.0,1.0,1968,Distribution Center,160000.0,98134.0,GREATER DUWAMISH,47.55945,-122.33601,94.0,2.2049722641270453,13.962185506874498,48,160000.0,160000.0,Distribution Center,11.982935344196433,11.982935344196433,11.982935344196433
53550,53550,1.0,1.0,1960,Warehouse,53550.0,98134.0,GREATER DUWAMISH,47.55601,-122.33627,11.0,5.168322569931849,15.33944450215164,56,53550.0,53550.0,Warehouse,10.888389749837856,10.888389749837856,10.888389749837856
25881,25881,1.0,1.0,1930,Self-Storage Facility,25881.0,98134.0,GREATER DUWAMISH,47.55662,-122.33728,67.0,1.5686159179138452,13.209324940653277,86,25881.0,25881.0,Self-Storage Facility,10.161303025381615,10.161303025381615,10.161303025381615
24291,24291,1.0,1.0,1953,Small- and Mid-Sized Office,24023.0,98108.0,GREATER DUWAMISH,47.55498,-122.32497,98.0,3.025776394902368,13.39303667985346,63,24291.0,24291.0,Small- and Mid-Sized Office,10.097902357017466,10.086808609663166,10.097902357017466
36544,36544,1.0,1.0,1966,Warehouse,36544.0,98108.0,GREATER DUWAMISH,47.55458,-122.32639,5.0,2.2874714551839976,14.054408356854273,50,36544.0,36544.0,Warehouse,10.506299656914493,10.506299656914493,10.506299656914493
20796,20796,1.0,1.0,1949,Warehouse,20796.0,98134.0,GREATER DUWAMISH,47.58387,-122.32092,67.0,3.9531649487593215,14.096238349108342,67,20796.0,20796.0,Warehouse,9.942564024517921,9.942564024517921,9.942564024517921
38630,38630,1.0,1.0,1936,Warehouse,38500.0,98134.0,GREATER DUWAMISH,47.58082,-122.32031,33.0,1.3635373739972745,12.940569506479694,80,38630.0,38630.0,Warehouse,10.561810341941893,10.55843949396453,10.561810341941893
41550,41550,1.0,1.0,1951,Refrigerated Warehouse,41550.0,98134.0,GREATER DUWAMISH,47.58252,-122.32193,94.0,1.7011051009599245,13.373349599053553,65,41550.0,41550.0,Other,10.634676867382668,10.634676867382668,10.634676867382668
54170,54170,2.0,1.0,1994,Other,54170.0,98108.0,GREATER DUWAMISH,47.52305,-122.31899,67.0,5.189339203978292,15.574193221527034,22,27085.0,54170.0,Other,10.89990098888399,10.89990098888399,10.206772268215317
42252,42252,2.0,1.0,1912,K-12 School,42252.0,98118.0,SOUTHEAST,47.55095,-122.27978,49.0,4.638121286127777,14.605675323518732,104,21126.0,42252.0,K-12 School,10.65143063618168,10.65143063618168,9.958307122300235
23100,23100,1.0,1.0,1955,Self-Storage Facility,23250.0,98118.0,GREATER DUWAMISH,47.54514,-122.28596,67.0,2.699345760472064,13.668985396495351,61,23100.0,23100.0,Self-Storage Facility,10.047631185616188,10.054103420843255,10.047631185616188
48179,41047,6.0,1.0,2006,Self-Storage Facility,48179.0,98115.0,NORTHEAST,47.69316,-122.30487,67.0,2.5817308344235403,13.588824881349655,10,8029.833333333333,48179.0,Self-Storage Facility,10.782699276168863,10.782699276168863,8.991043579057333
52325,52325,1.0,1.0,1937,Warehouse,52325.0,98134.0,GREATER DUWAMISH,47.59294,-122.32555,67.0,2.946016681308058,13.603516108170671,79,52325.0,52325.0,Warehouse,10.865248658455041,10.865248658455041,10.865248658455041
25880,25880,1.0,1.0,1944,Retail Store,25880.0,98134.0,GREATER DUWAMISH,47.58698,-122.32397,100.0,0.76080582903376,12.001266187357068,72,25880.0,25880.0,Retail Store,10.161264387744689,10.161264387744689,10.161264387744689
31365,31365,1.0,1.0,1972,Other,31365.0,98134.0,GREATER DUWAMISH,47.57936,-122.32322,67.0,1.8066480817218056,13.3893212098804,44,31365.0,31365.0,Other,10.35347978269437,10.35347978269437,10.35347978269437
32100,32100,1.0,1.0,1910,Other,32100.0,98134.0,GREATER DUWAMISH,47.57959,-122.32557,67.0,3.2872818575322613,13.538451692244134,106,32100.0,32100.0,Other,10.376642461280849,10.376642461280849,10.376642461280849
22972,22972,1.0,1.0,1945,Warehouse,22972.0,98134.0,GREATER DUWAMISH,47.57833,-122.32563,12.0,1.4929040961781488,13.113286305149858,71,22972.0,22972.0,Warehouse,10.04207489229217,10.04207489229217,10.04207489229217
20819,20819,1.0,1.0,1974,Other,20819.0,98108.0,GREATER DUWAMISH,47.56671,-122.32446,67.0,3.9564225927248304,14.343152811251414,42,20819.0,20819.0,Other,9.94366934216896,9.94366934216896,9.94366934216896
25520,25520,1.0,1.0,1957,Refrigerated Warehouse,25200.0,98108.0,GREATER DUWAMISH,47.5668,-122.32149,100.0,4.0943445622221,14.29223886951543,59,25520.0,25520.0,Other,10.147256921643994,10.134638955251866,10.147256921643994
25460,25460,1.0,1.0,1952,Other,8223.0,98134.0,GREATER DUWAMISH,47.58754,-122.3224,67.0,1.9198594718553708,13.634843082423355,64,25460.0,25460.0,Other,10.144903148637786,9.014811987694946,10.144903148637786
24291,24291,2.0,1.0,1974,Small- and Mid-Sized Office,24291.0,98115.0,NORTH,47.70008,-122.30321,87.0,2.004179057179289,13.732597996613896,42,12145.5,24291.0,Small- and Mid-Sized Office,10.097902357017466,10.097902357017466,9.404796341426138
20738,20738,2.0,1.0,1958,Retail Store,20738.0,98115.0,NORTH,47.70053,-122.3038,44.0,1.541159071680806,13.174488569419076,58,10369.0,20738.0,Retail Store,9.939771264613375,9.939771264613375,9.246672301223573
28385,21329,2.0,1.0,1986,Medical Office,20575.0,98144.0,NORTH,47.7044,-122.32285,1.0,2.970414465569701,14.791697929092788,30,14192.5,28385.0,Medical Office,10.253651344859204,9.931880627037346,9.560539392312577
27933,27933,1.0,1.0,1960,Other,27933.0,98134.0,GREATER DUWAMISH,47.57217,-122.32421,67.0,3.778034365424829,15.628669581336196,56,27933.0,27933.0,Other,10.237599863865716,10.237599863865716,10.237599863865716
39600,39600,1.0,1.0,1952,Warehouse,39600.0,98134.0,GREATER DUWAMISH,47.57294,-122.32811,85.0,1.3402504226184837,12.911769267169657,64,39600.0,39600.0,Warehouse,10.586609649448985,10.586609649448985,10.586609649448985
39600,39600,1.0,1.0,1952,Warehouse,39600.0,98134.0,GREATER DUWAMISH,47.57199,-122.32811,91.0,2.327277705584417,13.057073440798186,64,39600.0,39600.0,Warehouse,10.586609649448985,10.586609649448985,10.586609649448985
41248,41248,1.0,1.0,1937,Distribution Center,41430.0,98134.0,GREATER DUWAMISH,47.57747,-122.32844,37.0,2.862200880929469,13.918348582314302,79,41248.0,41248.0,Distribution Center,10.627382149044733,10.631784671878874,10.627382149044733
31332,31332,1.0,1.0,1920,Other,31332.0,98116.0,SOUTHWEST,47.56398,-122.38727,67.0,3.2546289945740186,15.089008282214287,96,31332.0,31332.0,Other,10.352427134229572,10.352427134229572,10.352427134229572
35864,35864,2.0,1.0,1948,Worship Facility,35864.0,98116.0,SOUTHWEST,47.57177,-122.38716,75.0,3.798630318073056,14.020990624384895,68,17932.0,35864.0,Worship Facility,10.487517168560535,10.487517168560535,9.794397869948424
20484,20484,1.0,1.0,1954,Worship Facility,20484.0,98108.0,GREATER DUWAMISH,47.55464,-122.31576,69.0,3.67325807321098,13.620271072852322,62,20484.0,20484.0,Worship Facility,9.927448189980971,9.927448189980971,9.927448189980971
45264,27642,4.0,1.0,1984,Medical Office,21743.0,98105.0,NORTHEAST,47.66169,-122.28558,4.0,2.6311691567662523,14.430335185951895,32,11316.0,45264.0,Medical Office,10.72028938590954,9.987093136390925,9.334061298965942
36932,22356,4.0,2.0,1987,Medical Office,27642.0,98105.0,NORTHEAST,47.66159,-122.28606,67.0,3.029650491757452,14.85369949101888,29,9233.0,18466.0,Medical Office,10.516860739315725,10.227127810341964,9.130647603066935
45082,45082,4.0,1.0,1973,Other,45082.0,98122.0,CENTRAL,47.60775,-122.31198,67.0,4.548599834499697,15.265323584408044,43,11270.5,45082.0,Other,10.716260514297943,10.716260514297943,9.330032694894188
41600,41600,2.0,1.0,1951,Worship Facility,41600.0,98103.0,NORTHWEST,47.68351,-122.35482,58.0,3.4654233539614268,13.993795855010184,65,20800.0,41600.0,Worship Facility,10.635879484421974,10.635879484421974,9.942756341456828
34110,34110,2.0,1.0,1960,Small- and Mid-Sized Office,34110.0,98102.0,LAKE UNION,47.63567,-122.32522,31.0,2.9375733593804587,14.757073831798229,56,17055.0,34110.0,Small- and Mid-Sized Office,10.43737519189882,10.43737519189882,9.74425732696557
35400,35400,1.0,1.0,1959,Warehouse,35400.0,98134.0,GREATER DUWAMISH,47.58238,-122.32719,84.0,2.331172549845958,12.94796162599478,57,35400.0,35400.0,Warehouse,10.474495347310453,10.474495347310453,10.474495347310453
35115,35115,3.0,1.0,2009,Other,35115.0,98125.0,NORTH,47.7139,-122.29794,67.0,3.494687724749494,14.46937323333627,7,11705.0,35115.0,Other,10.4664121460461,10.4664121460461,9.367856809851165
43200,43200,2.0,1.0,1915,Warehouse,43200.0,98122.0,EAST,47.61467,-122.31777,38.0,3.915616540938277,14.472954133090072,101,21600.0,43200.0,Warehouse,10.673618922112436,10.673618922112436,9.980494888896912
20385,20385,2.0,1.0,1950,Worship Facility,20385.0,98115.0,NORTHEAST,47.68061,-122.29002,65.0,3.5564902660681907,13.603916074312512,66,10192.5,20385.0,Worship Facility,9.922603669728359,9.922603669728359,9.229505541237193
24295,24295,1.0,1.0,1946,Worship Facility,24295.0,98115.0,NORTHEAST,47.67984,-122.27739,53.0,0.9202827531436926,12.283570579550558,70,24295.0,24295.0,Worship Facility,10.098067006725584,10.098067006725584,10.098067006725584
20317,20317,2.0,1.0,1967,Small- and Mid-Sized Office,20317.0,98105.0,NORTHEAST,47.66888,-122.28333,83.0,1.673351238177753,13.339078812577949,49,10158.5,20317.0,Small- and Mid-Sized Office,9.919262471651491,9.919262471651491,9.226164507323068
24377,24377,1.0,1.0,1973,Supermarket / Grocery Store,24377.0,98105.0,NORTHEAST,47.66824,-122.28394,6.0,5.56574570997255,16.10311002525894,43,24377.0,24377.0,Supermarket / Grocery Store,10.101436365215783,10.101436365215783,10.101436365215783
33392,33392,1.0,1.0,1986,Other,33392.0,98113.0,NORTHWEST,47.70197,-122.34219,67.0,3.0170044088295307,14.840350625800186,30,33392.0,33392.0,Other,10.416101576161335,10.416101576161335,10.416101576161335
45155,45155,1.0,1.0,1986,Supermarket / Grocery Store,45155.0,98133.0,NORTHWEST,47.70224,-122.34409,6.0,5.072858637276387,15.713756983177966,30,45155.0,45155.0,Supermarket / Grocery Store,10.717878440381437,10.717878440381437,10.717878440381437
32000,32000,1.0,1.0,1966,Warehouse,32040.0,98108.0,GREATER DUWAMISH,47.5316,-122.333,3.0,3.755836922238817,14.59765233513312,50,32000.0,32000.0,Warehouse,10.373522431293592,10.37477161168151,10.373522431293592
44000,44000,1.0,1.0,1970,Warehouse,45449.0,98108.0,GREATER DUWAMISH,47.5316,-122.333,15.0,5.173490833601192,15.274696696615791,46,44000.0,44000.0,Warehouse,10.691967639914864,10.724368099605625,10.691967639914864
36000,36000,1.0,1.0,1973,Warehouse,36000.0,98108.0,GREATER DUWAMISH,47.5316,-122.333,44.0,4.83150862819882,14.83501524327916,43,36000.0,36000.0,Warehouse,10.491301994830229,10.491301994830229,10.491301994830229
48020,48020,1.0,1.0,1979,Warehouse,47800.0,98108.0,GREATER DUWAMISH,47.52549,-122.33064,71.0,4.096675177560383,14.679905392869776,37,48020.0,48020.0,Warehouse,10.779393694214807,10.774801838762809,10.779393694214807
27420,27420,1.0,1.0,1979,Warehouse,27850.0,98108.0,GREATER DUWAMISH,47.52549,-122.33064,55.0,3.690128673514368,13.977921244103948,37,27420.0,27420.0,Warehouse,10.219064422181425,10.23462415135353,10.219064422181425
43645,43645,2.0,1.0,1949,K-12 School,37000.0,98115.0,NORTHEAST,47.694,-122.28967,71.0,4.456089962973938,14.535278917064463,67,21822.5,43645.0,K-12 School,10.683866919038945,10.518700218288165,9.990742649823552
26853,26853,1.0,1.0,1952,Retail Store,20360.0,98115.0,NORTHEAST,47.69066,-122.29023,68.0,3.111735949310297,14.151313820872462,64,26853.0,26853.0,Retail Store,10.198170064632654,9.921376585371869,10.198170064632654
44775,44775,4.0,1.0,1909,Other,44775.0,98134.0,GREATER DUWAMISH,47.59347,-122.33369,67.0,3.4301087251565754,13.764950284325042,107,11193.75,44775.0,Other,10.709427560571196,10.709427560571196,9.32320019738556
26075,26075,1.0,1.0,1918,Other,26075.0,98134.0,GREATER DUWAMISH,47.57619,-122.3339,67.0,2.923161580719156,14.290818687190871,98,26075.0,26075.0,Other,10.16877063004443,10.16877063004443,10.16877063004443
20460,20460,1.0,1.0,1926,Small- and Mid-Sized Office,20460.0,98134.0,GREATER DUWAMISH,47.57893,-122.33374,16.0,1.9878743481543453,13.714078842232716,90,20460.0,20460.0,Small- and Mid-Sized Office,9.92627591416656,9.92627591416656,9.92627591416656
