PropertyGFATotal,PropertyGFABuilding(s),NumberofFloors,NumberofBuildings,YearBuilt,PrimaryPropertyType,LargestPropertyUseTypeGFA,ZipCode,Neighborhood,Latitude,Longitude,ENERGYSTARScore,log_TotalGHGEmissions,log_SiteEnergyUse_kBtu,BuildingAge,AvgFloorArea,GFATotal_per_Building,PrimaryPropertyType_grouped,log_PropertyGFATotal,log_LargestPropertyUseTypeGFA,log_AvgFloorArea
25200,25200,3.0,1.0,1911,Other,25200.0,98122.0,Central,47.61796,-122.30847,67.0,3.98935434836447,14.03277063554,105,8400.0,25200.0,Other,10.134638955251866,10.134638955251866,9.036106025364846
44755,44755,1.0,1.0,1996,Supermarket / Grocery Store,46978.0,98125.0,North,47.70941,-122.31707,56.0,5.827709559887865,16.25969425346626,20,44755.0,44755.0,Supermarket / Grocery Store,10.708980792927612,10.757455972332892,10.708980792927612
23422,23422,3.0,1.0,1920,Small- and Mid-Sized Office,23422.0,98122.0,EAST,47.61393,-122.31589,65.0,4.860354892847096,14.809455794177063,96,7807.333333333333,23422.0,Small- and Mid-Sized Office,10.06147372459291,10.06147372459291,8.962946818438514
38879,27551,2.0,5.0,1975,Other,38879.0,98122.0,EAST,47.61674,-122.31111,67.0,3.394172766725191,15.030915985094758,41,19439.5,7775.8,Other,10.568235258574376,10.568235258574376,9.87511379784828
23040,23040,2.0,1.0,1920,Warehouse,23040.0,98112.0,EAST,47.61481,-122.31536,99.0,0.6259384308664953,11.286185415001098,96,11520.0,23040.0,Warehouse,10.045030516645731,10.045030516645731,9.351926736038054
61880,61880,2.0,1.0,1958,Warehouse,61880.0,98122.0,EAST,47.61469,-122.31596,66.0,1.6389967146756448,13.297891074776874,58,30940.0,61880.0,Warehouse,11.032968464866704,11.032968464866704,10.339837444225314
27908,27908,3.0,1.0,1929,Other,21886.0,98105.0,NORTHEAST,47.66506,-122.31656,67.0,4.162314688661368,14.522623080106936,87,9302.666666666666,27908.0,Other,10.23670449643667,9.993648132244084,9.138163866672208
54969,54969,3.0,1.0,2000,Retail Store,54969.0,98104.0,DOWNTOWN,47.59951,-122.32033,67.0,3.6965995771290734,15.130335568474004,16,18323.0,54969.0,Retail Store,10.914542860854706,10.914542860854706,9.815966955006633
25834,25834,3.0,1.0,1958,Small- and Mid-Sized Office,31822.0,98122.0,EAST,47.61546,-122.31195,73.0,4.007696755496428,14.546093506244407,58,8611.333333333334,25834.0,Small- and Mid-Sized Office,10.159485440721285,10.367944577774505,9.060950563417203
37700,37700,1.0,1.0,1929,Worship Facility,52225.0,98102.0,EAST,47.63193,-122.32126,38.0,5.018801856762649,15.063039423840625,87,37700.0,37700.0,Worship Facility,10.537441898283253,10.863335734159111,10.537441898283253
31805,31805,2.0,1.0,1953,Worship Facility,31805.0,98199.0,MAGNOLIA / QUEEN ANNE,47.64725,-122.39977,10.0,4.239742764911457,14.311223356102628,63,15902.5,31805.0,Worship Facility,10.367410230215862,10.367410230215862,9.67429448977036
20811,20811,1.0,1.0,1953,K-12 School,20811.0,98199.0,MAGNOLIA / QUEEN ANNE,47.64725,-122.39977,95.0,3.805995600782616,14.052438269725016,63,20811.0,20811.0,K-12 School,9.943285022410194,9.943285022410194,9.943285022410194
36000,36000,5.0,1.0,1907,Other,36000.0,98112.0,GREATER DUWAMISH,47.56166,-122.3237,67.0,3.785098311854479,13.921036334965692,109,7200.0,36000.0,Other,10.491301994830229,10.491301994830229,8.881975184248867
29079,29079,1.0,1.0,1955,Worship Facility,29079.0,98115.0,NORTHEAST,47.67816,-122.28998,78.0,3.1432898379116057,13.666598269194283,61,29079.0,29079.0,Worship Facility,10.277805931647455,10.277805931647455,10.277805931647455
30800,30800,1.0,1.0,1965,Warehouse,30800.0,98108.0,GREATER DUWAMISH,47.54769,-122.3251,65.0,1.47932922708708,13.093906288054203,51,30800.0,30800.0,Warehouse,10.335302435967074,10.335302435967074,10.335302435967074
268130,268130,11.0,1.0,2000,Large Office,268130.0,98104.0,DOWNTOWN,47.59666,-122.32768,88.0,4.680834089909081,16.5253160842481,16,24375.454545454544,268130.0,Large Office,12.499230946036421,12.499230946036421,10.10137296774532
273185,273185,11.0,1.0,2000,Large Office,281566.0,98104.0,DOWNTOWN,47.59634,-122.32807,88.0,4.639958011473755,16.50398044305732,16,24835.0,273185.0,Large Office,12.51790816085621,12.548125708899033,10.120049492484783
97500,97500,3.0,1.0,1924,K-12 School,97500.0,98105.0,NORTHEAST,47.66368,-122.27324,97.0,5.059107947547034,15.13378327223441,92,32500.0,97500.0,K-12 School,11.487617913343598,11.487617913343598,10.389026137075234
54015,54015,5.0,1.0,1982,Small- and Mid-Sized Office,54015.0,98119.0,MAGNOLIA / QUEEN ANNE,47.62495,-122.36036,75.0,3.093312601892855,14.920768217165278,34,10803.0,54015.0,Small- and Mid-Sized Office,10.897035577955629,10.897035577955629,9.287671714912506
57468,57468,1.0,2.0,2013,University,67750.0,98144.0,CENTRAL,47.59677,-122.30172,67.0,4.508659285607248,15.080762781444774,3,57468.0,28734.0,University,10.95900095096759,11.12359449878062,10.95900095096759
84000,84000,5.0,1.0,2006,University,84300.0,98122.0,EAST,47.61808,-122.32175,67.0,6.093434320691699,16.315644432861042,10,16800.0,84000.0,University,11.338583982516495,11.342149006315793,9.729193687429403
103000,103000,3.0,1.0,1991,Retail Store,103000.0,98101.0,DOWNTOWN,47.6087,-122.33884,89.0,4.408911963455264,15.46697725645272,25,34333.333333333336,103000.0,Retail Store,11.542493975902508,11.542493975902508,10.443901104333095
37864,37864,1.0,1.0,2008,Supermarket / Grocery Store,37864.0,98116.0,SOUTHWEST,47.56137,-122.38524,61.0,5.18037806868335,15.898159076791352,8,37864.0,37864.0,Supermarket / Grocery Store,10.541782481547923,10.541782481547923,10.541782481547923
66497,66497,2.0,1.0,1950,Supermarket / Grocery Store,66497.0,98122.0,EAST,47.62256,-122.32092,84.0,4.29073337622749,16.044472253686916,66,33248.5,66497.0,Supermarket / Grocery Store,11.104927151003707,11.104927151003707,10.411795008376949
34010,34010,4.0,1.0,2006,Retail Store,38428.0,98109.0,MAGNOLIA / QUEEN ANNE,47.62473,-122.34727,67.0,3.2511493854184965,15.08544391092974,10,8502.5,34010.0,Retail Store,10.434439280685709,10.556567661882832,9.048233122432467
45980,45980,4.0,1.0,2006,Supermarket / Grocery Store,45980.0,98109.0,MAGNOLIA / QUEEN ANNE,47.62473,-122.34727,79.0,5.269712109537703,15.932399125358792,10,11495.0,45980.0,Supermarket / Grocery Store,10.735983546667017,10.735983546667017,9.34975442775886
45743,45743,3.0,1.0,1996,Retail Store,45243.0,98122.0,EAST,47.61378771,-122.3214255,88.0,4.436159643253809,15.48570823602365,20,15247.666666666666,45743.0,Retail Store,10.730815914562093,10.719825343651271,9.632247346519195
72859,72859,4.0,1.0,1904,Warehouse,72859.0,98108.0,GREATER DUWAMISH,47.55066,-122.31787,55.0,2.5974910105351463,14.21994772125148,112,18214.75,72859.0,Warehouse,11.196295070562554,11.196295070562554,9.810041883450891
30287,30287,2.0,1.0,1960,Medical Office,28050.0,98115.0,NORTHEAST,47.6824,-122.26223,32.0,3.518091133133655,14.60083392157794,56,15143.5,30287.0,Medical Office,10.318506873449104,10.24177956093926,9.625392708720252
21931,21931,2.0,1.0,1960,Small- and Mid-Sized Office,31845.0,98115.0,NORTHEAST,47.68254,-122.26299,32.0,4.984359762683993,15.18851962153132,56,10965.5,21931.0,Small- and Mid-Sized Office,9.995702036523939,10.368667064416371,9.30260045040148
26263,26263,1.0,1.0,1993,Small- and Mid-Sized Office,26263.0,98103.0,LAKE UNION,47.64779,-122.33352,64.0,2.517696472610991,14.306951736483782,23,26263.0,26263.0,Small- and Mid-Sized Office,10.175954459181428,10.175954459181428,10.175954459181428
178000,178000,8.0,1.0,2000,Laboratory,181930.0,98104.0,EAST,47.60427,-122.32311,67.0,7.844032934894274,17.78893260526822,16,22250.0,178000.0,Other,12.08954444723597,12.111382773295322,10.010142230404668
45700,45700,2.0,1.0,1988,Warehouse,293707.0,98178.0,SOUTHEAST,47.51098,-122.27817,99.0,2.803360380906535,14.250013135032397,28,22850.0,45700.0,Warehouse,10.729875458480967,12.590341355494669,10.036750159040897
502030,502030,2.0,8.0,1929,Other,564258.0,98115.0,NORTHEAST,47.68212,-122.2633,67.0,6.310118258229183,16.73167681437641,87,251015.0,62753.75,Other,13.126417149755277,13.243268644929183,12.433271961102214
157345,157345,6.0,1.0,2012,Large Office,157345.0,98134.0,GREATER DUWAMISH,47.58995,-122.33472,63.0,4.533351898197619,16.268629712986197,4,26224.166666666668,157345.0,Large Office,11.966202481133525,11.966202481133525,10.17447478850328
136758,136758,5.0,1.0,2012,Residence Hall,207017.0,98195.0,NORTHEAST,47.65642,-122.31475,90.0,5.173094221793959,15.652142766357471,4,27351.6,136758.0,Residence Hall,11.825975531646948,12.240561024988747,10.216566867317209
137138,137138,2.0,2.0,2012,Other,138602.0,98108.0,GREATER DUWAMISH,47.53246,-122.33304,67.0,3.66791114767774,15.51577004601991,4,68569.0,68569.0,Other,11.82875028899319,11.839369010525335,11.13561040027841
330000,330000,8.0,1.0,2013,Hospital,241500.0,98145.0,NORTHEAST,47.66201,-122.28386,58.0,7.490356299418789,17.871883382738115,3,41250.0,330000.0,Other,12.706850963741102,12.394628892852941,10.627430633893226
146363,146363,6.0,1.0,1987,Other,146363.0,98116.0,SOUTHWEST,47.5596,-122.38459,67.0,5.7897766678230616,16.277707619335818,29,24393.833333333332,146363.0,Other,11.893851948631239,11.893851948631239,10.102126640225507
67263,67263,1.0,1.0,2011,Supermarket / Grocery Store,67263.0,98116.0,SOUTHWEST,47.57984,-122.38577,78.0,5.868646984461759,16.50318715279283,5,67263.0,67263.0,Supermarket / Grocery Store,11.116380454236623,11.116380454236623,11.116380454236623
70292,70292,2.0,1.0,2008,Worship Facility,70292.0,98105.0,NORTHEAST,47.6709,-122.27054,37.0,4.070564033556697,14.475004065606818,8,35146.0,70292.0,Worship Facility,11.160427499583543,11.160427499583543,10.467294545090018
52000,52000,6.0,1.0,2013,Small- and Mid-Sized Office,48159.0,98122.0,CENTRAL,47.61432,-122.31257,100.0,3.755018256617981,12.74468976455672,3,8666.666666666666,52000.0,Small- and Mid-Sized Office,10.859018228147887,10.782284079982702,9.067354906294602
35780,35780,2.0,1.0,2014,K-12 School,38000.0,98122.0,EAST,47.61386,-122.32647,22.0,3.962525987601253,14.884441686905468,2,17890.0,35780.0,K-12 School,10.48517230524678,10.545367754151743,9.792053072089823
62662,47673,3.0,1.0,2013,Small- and Mid-Sized Office,47000.0,98144.0,DOWNTOWN,47.59666,-122.31253,67.0,3.0492730404820207,14.732653726411115,3,20887.333333333332,62662.0,Small- and Mid-Sized Office,11.045526440793864,10.757924157061597,9.946946068377512
48925,48925,2.0,1.0,2014,K-12 School,63500.0,98125.0,NORTHWEST,47.73143,-122.32784,82.0,3.168003494494444,14.323565421717523,2,24462.5,48925.0,K-12 School,10.79806423150353,11.05881093278828,10.104937489765081
29000,29000,1.0,1.0,1962,Other,25100.0,98109.0,MAGNOLIA / QUEEN ANNE,47.62082,-122.35251,67.0,4.024994484087308,14.70307871785888,54,29000.0,29000.0,Other,10.275085591132715,10.130662964963708,10.275085591132715
99765,99765,2.0,1.0,1993,University,99765.0,98122.0,EAST,47.61699,-122.32083,67.0,4.321480134805848,14.973964809309866,23,49882.5,99765.0,University,11.510582722891751,11.510582722891751,10.817445565736456
428347,428347,3.0,1.0,1925,University,472384.0,98122.0,EAST,47.61748356,-122.321853,67.0,7.156028420568794,17.427027777474745,91,142782.33333333334,428347.0,University,12.967691228302266,13.06554961004931,11.86908360872408
374466,374466,8.0,1.0,1920,Hospital,1010135.0,98101.0,EAST,47.60986,-122.32774,74.0,8.753357207381255,18.91504757178154,96,46808.25,374466.0,Other,12.83325896056685,13.825595533217825,10.753836111948285
41198,41198,8.0,1.0,2010,Supermarket / Grocery Store,41198.0,98107.0,BALLARD,47.67034,-122.3873,44.0,4.425804257019769,15.865530819820924,6,5149.75,41198.0,Supermarket / Grocery Store,10.626169263198392,10.626169263198392,8.54689761412257
40265,40265,2.0,1.0,2009,Other,40265.0,98108.0,SOUTHEAST,47.5626,-122.29396,67.0,3.958715733420128,14.585235025480577,7,20132.5,40265.0,Other,10.603262719386294,10.603262719386294,9.910140373366229
58779,58779,4.0,1.0,1969,University,58779.0,98195.0,NORTHEAST,47.65395,-122.30584,67.0,3.293240906823508,15.42509206008888,47,14694.75,58779.0,University,10.981556939972908,10.981556939972908,9.595313615318583
203030,203030,6.0,1.0,1998,University,203030.0,98195.0,NORTHEAST,47.65356,-122.30613,67.0,5.300714491147758,17.750630933528164,18,33838.333333333336,203030.0,University,12.221113955724643,12.221113955724643,10.429379112974486
166991,166991,2.0,1.0,1953,Residence Hall,166991.0,98195.0,NORTHEAST,47.65577,-122.3153,19.0,6.082675427161366,16.58596325051609,63,83495.5,166991.0,Residence Hall,12.025701186059832,12.025701186059832,11.332559993792776
89392,89392,2.0,1.0,1970,Residence Hall,89392.0,98195.0,NORTHEAST,47.65447,-122.31733,16.0,3.902578546600146,15.75582012442297,46,44696.0,89392.0,Residence Hall,11.400797658319732,11.400797658319732,10.707661664255449
97040,97040,2.0,1.0,2011,Residence Hall,97040.0,98195.0,NORTHEAST,47.65176,-122.30756,69.0,4.14962157771194,15.174984315801792,5,48520.0,97040.0,Residence Hall,11.482888848593689,11.482888848593689,10.78975197290331
101580,87576,4.0,1.0,2014,Self-Storage Facility,87576.0,98144.0,SOUTHEAST,47.57054,-122.29139,67.0,2.3896797998449792,13.754534417341093,2,25395.0,101580.0,Self-Storage Facility,11.52861178876435,11.380273685372714,10.142346960290341
144614,144614,14.0,1.0,2015,Hotel,159500.0,98101.0,DOWNTOWN,47.61665,-122.33261,89.0,3.938080539747436,15.524807108447025,1,10329.57142857143,144614.0,Hotel,11.88183031776659,11.979805470779858,9.242862877967221
52085,47863,1.0,1.0,1955,Warehouse,52085.0,98108.0,GREATER DUWAMISH,47.54425,-122.31776,37.0,5.067015627532364,15.0980698871671,61,52085.0,52085.0,Warehouse,10.860651477619863,10.860651477619863,10.860651477619863
24990,24990,2.0,1.0,1929,Small- and Mid-Sized Office,24990.0,98108.0,GREATER DUWAMISH,47.53161,-122.29944,9.0,4.911183215124596,15.30179764138188,87,12495.0,24990.0,Small- and Mid-Sized Office,10.126271039034782,10.126271039034782,9.433163872079467
72000,72000,1.0,1.0,2013,Other,72000.0,98155.0,NORTHEAST,47.68109,-122.2618,67.0,4.229021132213981,14.889072011554664,3,72000.0,72000.0,Other,11.184435286790631,11.184435286790631,11.184435286790631
11685,11685,1.0,1.0,2013,Other,11685.0,98113.0,CENTRAL,47.59905,-122.29787,67.0,3.407179453339703,13.65423181499952,3,11685.0,11685.0,Other,9.366146823114383,9.366146823114383,9.366146823114383
11968,11968,1.0,1.0,2010,Other,11968.0,98113.0,BALLARD,47.6933,-122.37717,67.0,3.1780538303479458,13.571429335435184,6,11968.0,11968.0,Other,9.39007525287337,9.39007525287337,9.39007525287337
11285,11285,1.0,1.0,1949,Other,11285.0,98113.0,NORTH,47.72126,-122.29735,67.0,2.7324175575505043,13.378038201991442,67,11285.0,11285.0,Other,9.331318298529085,9.331318298529085,9.331318298529085
23445,23445,1.0,1.0,1912,Other,23445.0,98113.0,EAST,47.63228,-122.31574,67.0,5.56152742707533,15.603303336935292,104,23445.0,23445.0,Other,10.062455183631773,10.062455183631773,10.062455183631773
18261,18261,1.0,1.0,1982,Other,18261.0,98113.0,DELRIDGE NEIGHBORHOODS,47.54067,-122.37441,67.0,3.0601145324832597,13.745177279604707,34,18261.0,18261.0,Other,9.812577677176286,9.812577677176286,9.812577677176286
16000,16000,1.0,1.0,2004,Other,16000.0,98113.0,DOWNTOWN,47.59625,-122.32283,67.0,3.501645852958961,13.76450899733408,12,16000.0,16000.0,Other,9.680406499268875,9.680406499268875,9.680406499268875
