PropertyGFATotal,PropertyGFABuilding(s),NumberofFloors,NumberofBuildings,YearBuilt,PrimaryPropertyType,LargestPropertyUseTypeGFA,ZipCode,Neighborhood,Latitude,Longitude,ENERGYSTARScore,log_TotalGHGEmissions,log_SiteEnergyUse_kBtu
45082,45082,4.0,1.0,1973,Other,45082.0,98122.0,CENTRAL,47.60775,-122.31198,67.0,4.548599834499697,15.265323584408044
41600,41600,2.0,1.0,1951,Worship Facility,41600.0,98103.0,NORTHWEST,47.68351,-122.35482,58.0,3.4654233539614268,13.993795855010184
34110,34110,2.0,1.0,1960,Small- and Mid-Sized Office,34110.0,98102.0,LAKE UNION,47.63567,-122.32522,31.0,2.9375733593804587,14.757073831798229
35400,35400,1.0,1.0,1959,Warehouse,35400.0,98134.0,GREATER DUWAMISH,47.58238,-122.32719,84.0,2.331172549845958,12.94796162599478
35115,35115,3.0,1.0,2009,Other,35115.0,98125.0,NORTH,47.7139,-122.29794,67.0,3.494687724749494,14.46937323333627
43200,43200,2.0,1.0,1915,Warehouse,43200.0,98122.0,EAST,47.61467,-122.31777,38.0,3.9156165409382764,14.472954133090072
20385,20385,2.0,1.0,1950,Worship Facility,20385.0,98115.0,NORTHEAST,47.68061,-122.29002,65.0,3.5564902660681907,13.603916074312513
24295,24295,1.0,1.0,1946,Worship Facility,24295.0,98115.0,NORTHEAST,47.67984,-122.27739,53.0,0.9202827531436926,12.283570579550558
20317,20317,2.0,1.0,1967,Small- and Mid-Sized Office,20317.0,98105.0,NORTHEAST,47.66888,-122.28333,83.0,1.673351238177753,13.339078812577949
24377,24377,1.0,1.0,1973,Supermarket / Grocery Store,24377.0,98105.0,NORTHEAST,47.66824,-122.28394,6.0,5.56574570997255,16.10311002525894
33392,33392,1.0,1.0,1986,Other,33392.0,98113.0,NORTHWEST,47.70197,-122.34219,67.0,3.0170044088295307,14.840350625800186
45155,45155,1.0,1.0,1986,Supermarket / Grocery Store,45155.0,98133.0,NORTHWEST,47.70224,-122.34409,6.0,5.072858637276387,15.713756983177966
32000,32000,1.0,1.0,1966,Warehouse,32040.0,98108.0,GREATER DUWAMISH,47.5316,-122.333,3.0,3.7558369222388173,14.597652335133121
44000,44000,1.0,1.0,1970,Warehouse,45449.0,98108.0,GREATER DUWAMISH,47.5316,-122.333,15.0,5.173490833601192,15.274696696615791
36000,36000,1.0,1.0,1973,Warehouse,36000.0,98108.0,GREATER DUWAMISH,47.5316,-122.333,44.0,4.83150862819882,14.835015243279159
48020,48020,1.0,1.0,1979,Warehouse,47800.0,98108.0,GREATER DUWAMISH,47.52549,-122.33064,71.0,4.096675177560383,14.679905392869777
27420,27420,1.0,1.0,1979,Warehouse,27850.0,98108.0,GREATER DUWAMISH,47.52549,-122.33064,55.0,3.6901286735143684,13.977921244103948
43645,43645,2.0,1.0,1949,K-12 School,37000.0,98115.0,NORTHEAST,47.694,-122.28967,71.0,4.456089962973938,14.535278917064463
26853,26853,1.0,1.0,1952,Retail Store,20360.0,98115.0,NORTHEAST,47.69066,-122.29023,68.0,3.111735949310297,14.151313820872462
44775,44775,4.0,1.0,1909,Other,44775.0,98134.0,GREATER DUWAMISH,47.59347,-122.33369,67.0,3.4301087251565754,13.764950284325042
26075,26075,1.0,1.0,1918,Other,26075.0,98134.0,GREATER DUWAMISH,47.57619,-122.3339,67.0,2.9231615807191558,14.290818687190873
20460,20460,1.0,1.0,1926,Small- and Mid-Sized Office,20460.0,98134.0,GREATER DUWAMISH,47.57893,-122.33374,16.0,1.9878743481543455,13.714078842232716
25821,25821,2.0,1.0,1925,Self-Storage Facility,25821.0,98134.0,GREATER DUWAMISH,47.58168,-122.33369,67.0,0.9001613499442714,12.253431801056868
21870,21870,2.0,1.0,1955,Refrigerated Warehouse,21870.0,98134.0,GREATER DUWAMISH,47.58217,-122.33263,45.0,2.138889000323256,13.887227665348682
51664,51664,1.0,3.0,1988,Warehouse,51664.0,98134.0,GREATER DUWAMISH,47.58069,-122.3325,67.0,4.216119619148022,15.076266568248485
43615,43615,1.0,1.0,1970,Medical Office,43615.0,98126.0,DELRIDGE,47.53419,-122.36624,89.0,4.67609452432479,14.957772998143833
36879,36879,3.0,1.0,1970,Small- and Mid-Sized Office,16855.0,98126.0,DELRIDGE,47.53419,-122.36624,26.0,2.194999882314108,13.95027612618069
36600,36600,2.0,1.0,1982,Warehouse,43556.0,98106.0,DELRIDGE,47.53846,-122.36175,80.0,1.1474024528375417,12.639157480647944
43473,43473,3.0,1.0,2000,Small- and Mid-Sized Office,43473.0,98134.0,GREATER DUWAMISH,47.55658,-122.33322,3.0,3.459151774922711,15.300951027751685
40265,40265,1.0,1.0,1990,Retail Store,40793.0,98126.0,DELRIDGE,47.52254,-122.36627,19.0,3.5967641652061304,15.134696364905736
26208,26208,1.0,1.0,2005,Retail Store,32427.0,98126.0,DELRIDGE,47.52254,-122.36627,79.0,3.653511310276145,14.291052105842736
32250,32250,5.0,1.0,1910,Small- and Mid-Sized Office,32250.0,98104.0,DOWNTOWN,47.59657,-122.33394,92.0,2.5209170873110334,13.587408954547959
51000,51000,1.0,1.0,1953,Retail Store,51000.0,98103.0,NORTHWEST,47.69061,-122.35731,95.0,2.719319793360441,14.076366666505356
20150,20150,2.0,1.0,1920,Small- and Mid-Sized Office,20150.0,98134.0,GREATER DUWAMISH,47.59508,-122.33378,80.0,1.6134299337036377,13.264166929926644
36000,36000,7.0,1.0,1909,Small- and Mid-Sized Office,31500.0,98104.0,DOWNTOWN,47.59639,-122.33368,40.0,2.543961412569315,14.335765114302733
22580,22580,1.0,1.0,1927,Small- and Mid-Sized Office,22580.0,98134.0,GREATER DUWAMISH,47.58686,-122.33469,90.0,2.365559892155434,13.741418143381841
20000,20000,1.0,1.0,1926,Warehouse,20000.0,98122.0,CENTRAL,47.60192,-122.31641,18.0,3.541538866215227,13.519163216946316
244500,244500,6.0,1.0,2009,Senior Care Community,244500.0,98133.0,NORTH,47.70178,-122.32352,100.0,5.682899263739777,16.215189874772964
24617,24617,1.0,1.0,1932,Warehouse,22752.0,98134.0,GREATER DUWAMISH,47.55608,-122.3388,67.0,0.5596157879354227,11.579826817421987
37247,37247,1.0,1.0,1964,Retail Store,37247.0,98134.0,GREATER DUWAMISH,47.55772,-122.33017,69.0,4.083620598859125,14.374352046207045
52110,52110,2.0,1.0,1900,Warehouse,32000.0,98134.0,GREATER DUWAMISH,47.58318,-122.3347,34.0,3.263849190510932,13.282081707632424
29874,29874,3.0,1.0,1962,K-12 School,31375.0,98126.0,DELRIDGE,47.53887,-122.37564,95.0,4.012230265845171,14.057711949485682
71874,40485,2.0,1.0,1990,Self-Storage Facility,71874.0,98133.0,NORTHWEST,47.70281,-122.35623,67.0,3.8279890098181366,14.032887715540777
39953,39953,2.0,1.0,1971,Small- and Mid-Sized Office,30100.0,98144.0,CENTRAL,47.60104,-122.30155,93.0,3.3690184832979204,14.226668017189942
24120,24120,2.0,1.0,1928,Worship Facility,24120.0,98117.0,BALLARD,47.67628,-122.38238,66.0,3.482470101790892,13.702402538308815
51050,51050,1.0,1.0,1941,Warehouse,49500.0,98134.0,GREATER DUWAMISH,47.57298,-122.33644,10.0,3.3586377672433594,14.00295791370961
21900,21900,2.0,1.0,1954,Retail Store,21900.0,98134.0,GREATER DUWAMISH,47.57044,-122.33475,40.0,3.7764323511217976,14.079560996195278
16300,16300,1.0,1.0,1952,Distribution Center,65164.0,98134.0,GREATER DUWAMISH,47.57227,-122.33843,100.0,0.9555114450274363,11.919515253055366
33462,33462,1.0,1.0,1964,Warehouse,33462.0,98134.0,GREATER DUWAMISH,47.57339,-122.33735,1.0,2.367436065313662,14.142254466766394
36140,36140,3.0,1.0,1962,Other,34733.0,98108.0,GREATER DUWAMISH,47.54089,-122.32323,67.0,3.5097527882165007,15.353137918690582
22522,22522,3.0,1.0,1947,Self-Storage Facility,22522.0,98115.0,NORTHEAST,47.67923,-122.31715,67.0,3.1994891110680106,13.238322305944
38959,38959,4.0,1.0,1996,Self-Storage Facility,38959.0,98115.0,NORTHEAST,47.67905,-122.31697,67.0,3.212455257065278,13.716520126835112
21936,21936,2.0,1.0,1951,Worship Facility,21936.0,98133.0,NORTHWEST,47.70901,-122.35498,96.0,3.393837027255863,13.319173425603363
23250,23250,2.0,1.0,1967,Small- and Mid-Sized Office,22014.0,98118.0,SOUTHEAST,47.56029,-122.2858,55.0,1.9878743481543455,13.714846773155845
23022,23022,4.0,1.0,1980,Small- and Mid-Sized Office,23022.0,98125.0,NORTH,47.70868,-122.30089,78.0,2.7498317351171653,13.842378242394327
31569,31569,1.0,1.0,1962,Warehouse,33000.0,98134.0,GREATER DUWAMISH,47.56318,-122.32889,12.0,4.840953517648737,14.935245027770927
22509,22509,1.0,1.0,1956,Warehouse,22509.0,98134.0,GREATER DUWAMISH,47.56362,-122.32876,57.0,0.8064758658669484,12.08849219691415
26440,26440,1.0,1.0,1906,Worship Facility,26440.0,98102.0,EAST,47.62322037,-122.320017,91.0,3.3648791189880436,13.4868761873642
28800,28800,2.0,1.0,1956,Self-Storage Facility,28800.0,98144.0,GREATER DUWAMISH,47.59291,-122.31042,67.0,3.415757532993485,13.94989076212134
28500,28500,2.0,4.0,2009,K-12 School,31100.0,98122.0,CENTRAL,47.61791,-122.28594,92.0,3.389124800427886,13.966136855875952
26300,26300,2.0,1.0,1921,Other,26300.0,98109.0,MAGNOLIA / QUEEN ANNE,47.62643,-122.33946,67.0,4.770176020572358,15.079027636034883
34072,34072,2.0,1.0,1962,Restaurant,34072.0,98109.0,LAKE UNION,47.63734,-122.33988,67.0,5.4285119482058635,15.700299957687962
23355,23355,3.0,1.0,1949,Small- and Mid-Sized Office,21915.0,98109.0,LAKE UNION,47.63614,-122.33982,77.0,1.925707441737794,13.641812164597564
20332,20332,1.0,1.0,1946,Other,20332.0,98115.0,NORTHEAST,47.67642,-122.3035,67.0,2.4840729690394228,12.880762246935983
21850,21850,1.0,1.0,1900,Worship Facility,21850.0,98122.0,CENTRAL,47.61118,-122.288,100.0,2.645465325910589,12.669163078291799
28309,28309,2.0,1.0,1918,Self-Storage Facility,28309.0,98109.0,MAGNOLIA / QUEEN ANNE,47.64633,-122.3508,67.0,2.553343811341229,12.972260940406917
45500,45500,4.0,1.0,1914,Hotel,45500.0,98104.0,DOWNTOWN,47.60154,-122.3352,77.0,4.812184355372417,14.844985679020962
22200,22200,3.0,1.0,1900,Other,22200.0,98104.0,DOWNTOWN,47.59976,-122.33514,67.0,2.0856720914304723,12.148161199938853
23050,23050,1.0,1.0,1938,Warehouse,23050.0,98103.0,LAKE UNION,47.64793,-122.34358,27.0,1.4469189829363254,13.053385550447064
48350,48350,4.0,1.0,2008,Small- and Mid-Sized Office,41227.0,98103.0,LAKE UNION,47.64747,-122.34086,45.0,3.139399623366404,14.968652697715088
46059,46059,1.0,1.0,1930,Retail Store,46000.0,98105.0,NORTHEAST,47.66097,-122.3192,82.0,3.0754672415728446,14.274615559208947
23595,23595,2.0,1.0,1970,Medical Office,23595.0,98115.0,NORTHEAST,47.67437,-122.3181,72.0,2.018895041811802,13.613896848559765
28142,28142,3.0,1.0,1900,Small- and Mid-Sized Office,28142.0,98104.0,DOWNTOWN,47.59938,-122.33328,96.0,3.5576311675039825,13.649572628577083
36940,36940,2.0,1.0,1916,Retail Store,36940.0,98122.0,EAST,47.61478,-122.31847,100.0,1.208960345836975,12.727085422500744
22866,22866,3.0,1.0,1913,Small- and Mid-Sized Office,22866.0,98122.0,EAST,47.61435,-122.31859,67.0,3.080073421987742,13.958477034244725
28586,28586,2.0,1.0,1962,Other,27022.0,98105.0,NORTHEAST,47.65729,-122.31937,67.0,3.594568774642695,15.440468410656402
28800,28800,3.0,1.0,1913,Restaurant,41227.0,98104.0,DOWNTOWN,47.59697,-122.32474,67.0,3.4081729953985804,13.710066913851373
24600,24600,2.0,1.0,1910,Worship Facility,24600.0,98122.0,EAST,47.61426,-122.32661,69.0,1.8961194845522977,12.710056417113263
54863,54863,3.0,1.0,1961,Hospital,109726.0,98116.0,SOUTHWEST,47.58767,-122.38672,100.0,2.7219531062712017,14.527342891187935
22622,22622,1.0,1.0,1927,Other,23000.0,98108.0,GREATER DUWAMISH,47.55523,-122.33448,67.0,3.3163654461454577,13.559426227121183
22960,22960,3.0,1.0,1961,Other,22960.0,98109.0,MAGNOLIA / QUEEN ANNE,47.63644,-122.34218,67.0,4.5682987112121864,14.63396087167914
25753,25753,1.0,1.0,1959,Other,25753.0,98122.0,CENTRAL,47.62322,-122.29006,67.0,4.151197373814884,14.136238972754457
71280,71280,3.0,1.0,1928,Other,71280.0,98112.0,EAST,47.62816,-122.28067,67.0,6.760240863693588,16.940859088742457
66610,66610,3.0,1.0,1994,Self-Storage Facility,66720.0,98126.0,DELRIDGE,47.56785,-122.37039,67.0,2.9861868607104594,13.369813905985556
23222,23222,2.0,1.0,1938,K-12 School,15006.0,98133.0,NORTHWEST,47.71387,-122.3535,62.0,4.026422545736642,14.014250037556192
60000,60000,3.0,1.0,1904,K-12 School,48783.0,98122.0,EAST,47.61339,-122.32594,52.0,4.809171691773934,15.103477529577082
46560,46560,2.0,1.0,1954,Other,46560.0,98122.0,EAST,47.61449,-122.32592,67.0,2.907447358686419,13.445256240978674
25481,25481,2.0,1.0,1960,Small- and Mid-Sized Office,25481.0,98119.0,MAGNOLIA / QUEEN ANNE,47.63985,-122.36712,92.0,3.678576561118039,13.728973227687653
141297,141297,1.0,1.0,1967,Senior Care Community,141297.0,98118.0,SOUTHEAST,47.53515,-122.26556,76.0,6.5777639955406135,16.781986251103103
41704,33120,4.0,1.0,1990,Hotel,41704.0,98133.0,NORTHWEST,47.729,-122.34473,73.0,4.086312390524837,14.480206950957635
22324,22324,2.0,1.0,1941,Warehouse,21000.0,98134.0,GREATER DUWAMISH,47.56683,-122.33358,53.0,3.1497400860333387,13.285938861052143
31360,31360,2.0,1.0,1946,Other,32000.0,98134.0,GREATER DUWAMISH,47.5661,-122.33358,67.0,3.7049988359938197,14.36080093977546
55974,55974,2.0,1.0,1961,Senior Care Community,56000.0,98103.0,Northwest,47.66312,-122.35311,98.0,5.3191488761279695,15.62954899758315
22583,22583,1.0,1.0,1954,Senior Care Community,22583.0,98125.0,NORTH,47.70883,-122.28887,95.0,4.275554390163365,14.499294540274965
29400,29400,1.0,1.0,1972,Warehouse,25000.0,98133.0,NORTHWEST,47.70833,-122.34429,69.0,0.9516578757114464,12.33495167015424
22452,22452,3.0,1.0,1992,Hotel,22452.0,98108.0,GREATER DUWAMISH,47.54774,-122.32091,85.0,3.7584055167625467,14.03396392755164
25767,25767,2.0,1.0,1912,Other,17434.0,98105.0,NORTHEAST,47.66148,-122.31279,22.0,2.4865719291070616,14.273791841953773
33300,33300,2.0,1.0,1910,K-12 School,30740.0,98103.0,LAKE UNION,47.66389,-122.33692,92.0,4.251348311031766,14.282217901048165
28808,28808,1.0,1.0,1957,Supermarket / Grocery Store,31174.0,98103.0,LAKE UNION,47.66185,-122.33594,29.0,5.4281607166967865,16.038248765776974
20880,20880,1.0,1.0,1900,Small- and Mid-Sized Office,20880.0,98104.0,DOWNTOWN,47.6011,-122.33197,94.0,1.7509374747078,13.434652692948951
25880,25880,2.0,1.0,2010,Medical Office,25880.0,98118.0,SOUTHEAST,47.5195,-122.26935,8.0,3.035433640405543,14.47908975749055
46485,46485,3.0,1.0,1950,Worship Facility,63922.0,98133.0,NORTHEAST,47.67842,-122.31949,83.0,3.871825815676733,14.2505323647519
27500,27500,2.0,1.0,1978,Worship Facility,27500.0,98115.0,NORTHWEST,47.67783,-122.32577,60.0,2.7593768282675506,13.265812643672122
41920,41920,5.0,1.0,1906,Small- and Mid-Sized Office,41920.0,98104.0,DOWNTOWN,47.59971,-122.33065,95.0,2.162172939277301,13.914084270284869
36879,36879,5.0,1.0,1905,Small- and Mid-Sized Office,44000.0,98104.0,DOWNTOWN,47.60048,-122.33157,92.0,3.330059353828816,14.245714619052492
29820,29820,6.0,1.0,1904,Other,29820.0,98104.0,DOWNTOWN,47.60055,-122.33057,67.0,3.6033215657522897,14.286736330713307
33640,33640,2.0,1.0,1905,Small- and Mid-Sized Office,27322.0,98104.0,DOWNTOWN,47.60026,-122.3299,70.0,2.1424163408412245,13.891115819335116
26510,26510,2.0,1.0,1970,Small- and Mid-Sized Office,30800.0,98134.0,DOWNTOWN,47.5962,-122.32548,91.0,2.4997952622817508,13.802490855781677
21624,21624,1.0,1.0,1954,Worship Facility,21624.0,98125.0,NORTH,47.71705,-122.28577,90.0,3.08922261664133,13.410078199319841
40552,40552,5.0,1.0,1910,Hotel,40552.0,98104.0,DOWNTOWN,47.59983,-122.32598,99.0,3.993602992420569,13.997983665773793
20686,20686,3.0,1.0,1924,Other,20686.0,98105.0,NORTHEAST,47.66192,-122.30998,67.0,3.7775769088752233,14.00406680528704
22124,22124,3.0,1.0,1929,Residence Hall,22124.0,98105.0,NORTHEAST,47.6617,-122.31007,82.0,1.6956156086751528,13.365601278165556
27487,27487,3.0,1.0,1926,Residence Hall,27487.0,98105.0,NORTHEAST,47.66289,-122.30863,82.0,4.203946072137182,14.28207444996607
23616,23616,4.0,1.0,1926,Residence Hall,23616.0,98105.0,NORTHEAST,47.66164,-122.30874,55.0,4.000949214622548,14.320169959598063
33448,33448,3.0,1.0,1976,Residence Hall,33448.0,98105.0,NORTHEAST,47.66238,-122.30801,78.0,2.0744289998562917,13.81414412481958
74840,74840,2.0,1.0,1987,Senior Care Community,74840.0,98122.0,CENTRAL,47.60133,-122.31088,48.0,5.523299227135887,15.927963369720041
22344,22344,2.0,1.0,1925,K-12 School,22344.0,98122.0,CENTRAL,47.6032,-122.30596,40.0,4.0294504223041105,14.235928480117705
31900,31900,3.0,1.0,1921,University,26000.0,98121.0,EAST,47.62531,-122.32303,67.0,4.576770711466393,14.71814891888312
44476,44476,1.0,1.0,1960,Warehouse,41256.0,98108.0,GREATER DUWAMISH,47.54761,-122.32759,33.0,3.4242626545931514,14.128949189010218
29084,29084,3.0,1.0,1950,Residence Hall,26000.0,98177.0,NORTHEAST,47.66281,-122.30819,66.0,4.124388683570477,14.305622910423661
21040,21040,1.0,1.0,1976,Warehouse,21040.0,98108.0,GREATER DUWAMISH,47.54443,-122.32688,43.0,3.0027078872904163,13.291412451521268
28032,28032,2.0,1.0,1951,Warehouse,30000.0,98108.0,GREATER DUWAMISH,47.54491,-122.32758,52.0,3.8630428232064276,14.093949544406282
25620,25620,1.0,1.0,1974,Distribution Center,25620.0,98108.0,GREATER DUWAMISH,47.54333,-122.32792,82.0,3.0661907372025525,13.218264632489237
33238,33238,3.0,1.0,1992,Warehouse,33238.0,98144.0,DOWNTOWN,47.59775,-122.32219,14.0,2.5160822672564502,14.305606600945415
27800,27800,4.0,1.0,1912,K-12 School,11093.0,98104.0,EAST,47.60745,-122.32542,8.0,3.6727500721840527,13.982235915525683
33706,33706,1.0,1.0,1998,Supermarket / Grocery Store,31746.0,98136.0,SOUTHWEST,47.54427,-122.38609,22.0,5.334311726771412,15.977417754225016
33708,33708,3.0,1.0,1912,Other,33708.0,98122.0,EAST,47.61314,-122.32262,67.0,3.0257763949023677,13.575125471954651
47237,47237,2.0,1.0,1948,Other,47661.0,98155.0,North,47.73368,-122.31366,67.0,3.754198920234579,15.60417039495856
26373,26373,3.0,1.0,1938,Worship Facility,26373.0,98105.0,NORTHEAST,47.66295,-122.31494,75.0,3.6681664125163946,13.779092393998777
23040,23040,3.0,1.0,1921,Distribution Center,23040.0,98119.0,MAGNOLIA / QUEEN ANNE,47.63319,-122.36294,67.0,1.3711807233098425,12.95141134195595
36771,36771,2.0,1.0,1956,Other,34856.0,98119.0,MAGNOLIA / QUEEN ANNE,47.63286,-122.36141,67.0,3.662792119350618,15.510589784280016
23232,23232,1.0,1.0,1972,Warehouse,23232.0,98108.0,GREATER DUWAMISH,47.56626,-122.3244,67.0,0.636576829071551,11.754890770525027
35046,35046,1.0,1.0,1974,Warehouse,32546.0,98108.0,GREATER DUWAMISH,47.56501,-122.3248,100.0,2.9258461460898246,13.87685974075241
43380,43380,1.0,1.0,1974,Warehouse,42844.0,98108.0,GREATER DUWAMISH,47.56448,-122.32484,89.0,1.3402504226184837,12.91179788954672
20410,20410,3.0,1.0,1995,Small- and Mid-Sized Office,20410.0,98020.0,LAKE UNION,47.65576,-122.34208,8.0,4.367420482284519,14.816230393962789
24955,24955,1.0,1.0,2002,Worship Facility,24955.0,98125.0,NORTHWEST,47.71479,-122.32824,47.0,3.12982600803469,13.44416277825032
34074,34074,3.0,1.0,1991,Other,34074.0,98112.0,Central,47.62342,-122.29688,67.0,5.660631381000218,15.95816043960784
32961,32961,2.0,1.0,1988,K-12 School,32961.0,98125.0,North,47.71923,-122.32171,86.0,4.157945143631696,14.268594350676763
25200,25200,3.0,1.0,1911,Other,25200.0,98122.0,Central,47.61796,-122.30847,67.0,3.98935434836447,14.03277063554
44755,44755,1.0,1.0,1996,Supermarket / Grocery Store,46978.0,98125.0,North,47.70941,-122.31707,56.0,5.827709559887865,16.25969425346626
23422,23422,3.0,1.0,1920,Small- and Mid-Sized Office,23422.0,98122.0,EAST,47.61393,-122.31589,65.0,4.860354892847096,14.809455794177065
38879,27551,2.0,5.0,1975,Other,38879.0,98122.0,EAST,47.61674,-122.31111,67.0,3.394172766725191,15.030915985094758
23040,23040,2.0,1.0,1920,Warehouse,23040.0,98112.0,EAST,47.61481,-122.31536,99.0,0.6259384308664953,11.286185415001098
61880,61880,2.0,1.0,1958,Warehouse,61880.0,98122.0,EAST,47.61469,-122.31596,66.0,1.6389967146756448,13.297891074776874
27908,27908,3.0,1.0,1929,Other,21886.0,98105.0,NORTHEAST,47.66506,-122.31656,67.0,4.162314688661368,14.522623080106937
54969,54969,3.0,1.0,2000,Retail Store,54969.0,98104.0,DOWNTOWN,47.59951,-122.32033,67.0,3.6965995771290743,15.130335568474004
25834,25834,3.0,1.0,1958,Small- and Mid-Sized Office,31822.0,98122.0,EAST,47.61546,-122.31195,73.0,4.007696755496428,14.546093506244409
37700,37700,1.0,1.0,1929,Worship Facility,52225.0,98102.0,EAST,47.63193,-122.32126,38.0,5.018801856762649,15.063039423840625
31805,31805,2.0,1.0,1953,Worship Facility,31805.0,98199.0,MAGNOLIA / QUEEN ANNE,47.64725,-122.39977,10.0,4.239742764911457,14.311223356102628
20811,20811,1.0,1.0,1953,K-12 School,20811.0,98199.0,MAGNOLIA / QUEEN ANNE,47.64725,-122.39977,95.0,3.805995600782616,14.052438269725016
36000,36000,5.0,1.0,1907,Other,36000.0,98112.0,GREATER DUWAMISH,47.56166,-122.3237,67.0,3.785098311854479,13.921036334965692
29079,29079,1.0,1.0,1955,Worship Facility,29079.0,98115.0,NORTHEAST,47.67816,-122.28998,78.0,3.1432898379116057,13.666598269194285
30800,30800,1.0,1.0,1965,Warehouse,30800.0,98108.0,GREATER DUWAMISH,47.54769,-122.3251,65.0,1.4793292270870801,13.093906288054205
268130,268130,11.0,1.0,2000,Large Office,268130.0,98104.0,DOWNTOWN,47.59666,-122.32768,88.0,4.680834089909081,16.5253160842481
273185,273185,11.0,1.0,2000,Large Office,281566.0,98104.0,DOWNTOWN,47.59634,-122.32807,88.0,4.639958011473755,16.50398044305732
97500,97500,3.0,1.0,1924,K-12 School,97500.0,98105.0,NORTHEAST,47.66368,-122.27324,97.0,5.059107947547034,15.13378327223441
54015,54015,5.0,1.0,1982,Small- and Mid-Sized Office,54015.0,98119.0,MAGNOLIA / QUEEN ANNE,47.62495,-122.36036,75.0,3.093312601892855,14.920768217165278
57468,57468,1.0,2.0,2013,University,67750.0,98144.0,CENTRAL,47.59677,-122.30172,67.0,4.508659285607248,15.080762781444774
84000,84000,5.0,1.0,2006,University,84300.0,98122.0,EAST,47.61808,-122.32175,67.0,6.093434320691699,16.315644432861042
103000,103000,3.0,1.0,1991,Retail Store,103000.0,98101.0,DOWNTOWN,47.6087,-122.33884,89.0,4.408911963455264,15.46697725645272
37864,37864,1.0,1.0,2008,Supermarket / Grocery Store,37864.0,98116.0,SOUTHWEST,47.56137,-122.38524,61.0,5.18037806868335,15.898159076791353
66497,66497,2.0,1.0,1950,Supermarket / Grocery Store,66497.0,98122.0,EAST,47.62256,-122.32092,84.0,4.29073337622749,16.044472253686916
34010,34010,4.0,1.0,2006,Retail Store,38428.0,98109.0,MAGNOLIA / QUEEN ANNE,47.62473,-122.34727,67.0,3.2511493854184965,15.08544391092974
45980,45980,4.0,1.0,2006,Supermarket / Grocery Store,45980.0,98109.0,MAGNOLIA / QUEEN ANNE,47.62473,-122.34727,79.0,5.269712109537703,15.932399125358792
45743,45743,3.0,1.0,1996,Retail Store,45243.0,98122.0,EAST,47.61378771,-122.3214255,88.0,4.436159643253809,15.48570823602365
72859,72859,4.0,1.0,1904,Warehouse,72859.0,98108.0,GREATER DUWAMISH,47.55066,-122.31787,55.0,2.5974910105351463,14.219947721251481
30287,30287,2.0,1.0,1960,Medical Office,28050.0,98115.0,NORTHEAST,47.6824,-122.26223,32.0,3.518091133133655,14.600833921577939
21931,21931,2.0,1.0,1960,Small- and Mid-Sized Office,31845.0,98115.0,NORTHEAST,47.68254,-122.26299,32.0,4.984359762683993,15.18851962153132
26263,26263,1.0,1.0,1993,Small- and Mid-Sized Office,26263.0,98103.0,LAKE UNION,47.64779,-122.33352,64.0,2.517696472610991,14.306951736483782
178000,178000,8.0,1.0,2000,Laboratory,181930.0,98104.0,EAST,47.60427,-122.32311,67.0,7.844032934894274,17.78893260526822
45700,45700,2.0,1.0,1988,Warehouse,293707.0,98178.0,SOUTHEAST,47.51098,-122.27817,99.0,2.803360380906535,14.250013135032397
502030,502030,2.0,8.0,1929,Other,564258.0,98115.0,NORTHEAST,47.68212,-122.2633,67.0,6.310118258229183,16.73167681437641
157345,157345,6.0,1.0,2012,Large Office,157345.0,98134.0,GREATER DUWAMISH,47.58995,-122.33472,63.0,4.533351898197619,16.268629712986197
136758,136758,5.0,1.0,2012,Residence Hall,207017.0,98195.0,NORTHEAST,47.65642,-122.31475,90.0,5.173094221793959,15.652142766357471
137138,137138,2.0,2.0,2012,Other,138602.0,98108.0,GREATER DUWAMISH,47.53246,-122.33304,67.0,3.66791114767774,15.51577004601991
330000,330000,8.0,1.0,2013,Hospital,241500.0,98145.0,NORTHEAST,47.66201,-122.28386,58.0,7.490356299418789,17.871883382738115
146363,146363,6.0,1.0,1987,Other,146363.0,98116.0,SOUTHWEST,47.5596,-122.38459,67.0,5.7897766678230616,16.277707619335818
67263,67263,1.0,1.0,2011,Supermarket / Grocery Store,67263.0,98116.0,SOUTHWEST,47.57984,-122.38577,78.0,5.868646984461759,16.50318715279283
70292,70292,2.0,1.0,2008,Worship Facility,70292.0,98105.0,NORTHEAST,47.6709,-122.27054,37.0,4.070564033556697,14.475004065606818
52000,52000,6.0,1.0,2013,Small- and Mid-Sized Office,48159.0,98122.0,CENTRAL,47.61432,-122.31257,100.0,3.7550182566179813,12.744689764556721
35780,35780,2.0,1.0,2014,K-12 School,38000.0,98122.0,EAST,47.61386,-122.32647,22.0,3.962525987601253,14.884441686905468
62662,47673,3.0,1.0,2013,Small- and Mid-Sized Office,47000.0,98144.0,DOWNTOWN,47.59666,-122.31253,67.0,3.0492730404820207,14.732653726411115
48925,48925,2.0,1.0,2014,K-12 School,63500.0,98125.0,NORTHWEST,47.73143,-122.32784,82.0,3.168003494494444,14.323565421717525
29000,29000,1.0,1.0,1962,Other,25100.0,98109.0,MAGNOLIA / QUEEN ANNE,47.62082,-122.35251,67.0,4.0249944840873075,14.70307871785888
99765,99765,2.0,1.0,1993,University,99765.0,98122.0,EAST,47.61699,-122.32083,67.0,4.321480134805848,14.973964809309866
